service_id,date,exception_type
3048580,20191124,1
3048580,20191201,1
3048580,20191208,1
3048580,20191215,1
3048580,20191222,1
3048580,20191225,1
3048580,20191229,1
3048582,20191123,1
3048582,20191130,1
3048582,20191207,1
3048582,20191214,1
3048582,20191221,1
3048581,20191122,1
3048581,20191125,1
3048581,20191126,1
3048581,20191127,1
3048581,20191128,1
3048581,20191129,1
3048581,20191202,1
3048581,20191203,1
3048581,20191204,1
3048581,20191205,1
3048581,20191206,1
3048581,20191209,1
3048581,20191210,1
3048581,20191211,1
3048581,20191212,1
3048581,20191213,1
3048581,20191216,1
3048581,20191217,1
3048581,20191218,1
3048581,20191219,1
3048581,20191220,1
3027624,20191228,1
13027622,20191224,1
13027622,20191225,1
13027622,20191227,1
13027622,20191228,1
13027622,20191231,1
13027622,20200101,1
13048582,20191124,1
13048582,20191201,1
13048582,20191208,1
13048582,20191215,1
13048582,20191222,1
3027622,20191223,1
3027622,20191224,1
3027622,20191226,1
3027622,20191227,1
3027622,20191230,1
3027622,20191231,1
13048581,20191123,1
13048581,20191126,1
13048581,20191127,1
13048581,20191128,1
13048581,20191129,1
13048581,20191130,1
13048581,20191203,1
13048581,20191204,1
13048581,20191205,1
13048581,20191206,1
13048581,20191207,1
13048581,20191210,1
13048581,20191211,1
13048581,20191212,1
13048581,20191213,1
13048581,20191214,1
13048581,20191217,1
13048581,20191218,1
13048581,20191219,1
13048581,20191220,1
13048581,20191221,1
13048580,20191125,1
13048580,20191202,1
13048580,20191209,1
13048580,20191216,1
13048580,20191223,1
13048580,20191226,1
13048580,20191230,1
13027624,20191229,1
