service_id,date,exception_type
3107880,20191122,1
3107880,20191125,1
3107880,20191126,1
3107880,20191127,1
3107880,20191128,1
3107880,20191129,1
3107880,20191202,1
3107880,20191203,1
3107880,20191204,1
3107880,20191205,1
3107880,20191206,1
3107880,20191209,1
3107880,20191210,1
3107880,20191211,1
3107880,20191212,1
3107880,20191213,1
3107880,20191216,1
3107880,20191217,1
3107880,20191218,1
3107880,20191219,1
3107880,20191220,1
3107880,20191223,1
3107880,20191224,1
3107880,20191226,1
3107880,20191227,1
3107880,20191230,1
3107880,20191231,1
3107880,20200102,1
3107880,20200103,1
3107880,20200106,1
3107880,20200107,1
3107880,20200108,1
3107880,20200109,1
3107880,20200110,1
3107880,20200113,1
3107880,20200114,1
3107880,20200115,1
3107880,20200116,1
3107880,20200117,1
3107880,20200120,1
3107880,20200121,1
3107880,20200122,1
3107880,20200123,1
3107880,20200124,1
3107880,20200127,1
3107880,20200128,1
3107880,20200129,1
3107880,20200130,1
3107880,20200131,1
3107880,20200203,1
3107880,20200204,1
3107880,20200205,1
3107880,20200206,1
3107880,20200207,1
3107880,20200210,1
3107880,20200211,1
3107880,20200212,1
3107880,20200213,1
3107880,20200214,1
3107880,20200217,1
3107880,20200218,1
3107880,20200219,1
3107880,20200220,1
3107880,20200221,1
3107880,20200224,1
3107880,20200225,1
3107880,20200226,1
3107880,20200227,1
3107880,20200228,1
3107880,20200302,1
3107880,20200303,1
3107880,20200304,1
3107880,20200305,1
3107880,20200306,1
