service_id,date,exception_type
2787900,20191124,1
2787900,20191201,1
2787900,20191208,1
2787900,20191215,1
2787900,20191222,1
2787900,20191229,1
2823935,20191227,1
2823929,20191230,1
2823928,20191125,1
2823928,20191126,1
2823928,20191127,1
2823928,20191128,1
2823928,20191202,1
2823928,20191203,1
2823928,20191204,1
2823928,20191205,1
2823928,20191209,1
2823928,20191210,1
2823928,20191211,1
2823928,20191212,1
2823928,20191216,1
2823928,20191217,1
2823928,20191218,1
2823928,20191219,1
2823928,20191225,1
2823926,20191223,1
2823926,20191224,1
2823926,20191226,1
2823932,20191122,1
2823932,20191129,1
2823932,20191206,1
2823932,20191213,1
2823932,20191220,1
12823933,20200101,1
2823933,20191231,1
12823935,20191228,1
2823930,20191123,1
2823930,20191130,1
2823930,20191207,1
2823930,20191214,1
2823930,20191221,1
2823930,20191228,1
12823930,20191124,1
12823930,20191201,1
12823930,20191208,1
12823930,20191215,1
12823930,20191222,1
12823930,20191229,1
12787900,20191125,1
12787900,20191202,1
12787900,20191209,1
12787900,20191216,1
12787900,20191223,1
12787900,20191230,1
12823932,20191123,1
12823932,20191130,1
12823932,20191207,1
12823932,20191214,1
12823932,20191221,1
12823928,20191126,1
12823928,20191127,1
12823928,20191128,1
12823928,20191129,1
12823928,20191203,1
12823928,20191204,1
12823928,20191205,1
12823928,20191206,1
12823928,20191210,1
12823928,20191211,1
12823928,20191212,1
12823928,20191213,1
12823928,20191217,1
12823928,20191218,1
12823928,20191219,1
12823928,20191220,1
12823928,20191226,1
12823929,20191231,1
12823926,20191224,1
12823926,20191225,1
12823926,20191227,1
