service_id,date,exception_type
2773296,20191125,1
2773296,20191126,1
2773296,20191127,1
2773296,20191128,1
2773296,20191202,1
2773296,20191203,1
2773296,20191204,1
2773296,20191205,1
2773296,20191209,1
2773296,20191210,1
2773296,20191211,1
2773296,20191212,1
2773296,20191216,1
2773296,20191217,1
2773296,20191218,1
2773296,20191219,1
2773300,20191123,1
2773300,20191130,1
2773300,20191207,1
2773300,20191214,1
2773300,20191221,1
2773300,20191228,1
2773294,20191124,1
2773294,20191201,1
2773294,20191208,1
2773294,20191215,1
2773294,20191222,1
2773294,20191225,1
2773294,20191229,1
12773296,20191126,1
12773296,20191127,1
12773296,20191128,1
12773296,20191129,1
12773296,20191203,1
12773296,20191204,1
12773296,20191205,1
12773296,20191206,1
12773296,20191210,1
12773296,20191211,1
12773296,20191212,1
12773296,20191213,1
12773296,20191217,1
12773296,20191218,1
12773296,20191219,1
12773296,20191220,1
12773297,20191224,1
12773297,20191227,1
2773297,20191223,1
2773297,20191226,1
12773298,20191231,1
2773298,20191230,1
12773304,20200101,1
2773303,20191224,1
2773303,20191227,1
2773304,20191231,1
2773302,20191122,1
2773302,20191129,1
2773302,20191206,1
2773302,20191213,1
2773302,20191220,1
12773294,20191125,1
12773294,20191202,1
12773294,20191209,1
12773294,20191216,1
12773294,20191223,1
12773294,20191226,1
12773294,20191230,1
12773300,20191124,1
12773300,20191201,1
12773300,20191208,1
12773300,20191215,1
12773300,20191222,1
12773300,20191229,1
12773303,20191225,1
12773303,20191228,1
12773302,20191123,1
12773302,20191130,1
12773302,20191207,1
12773302,20191214,1
12773302,20191221,1
